source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[developmental stage]
Evosep_WLBSC2_315_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_315_040124	1	1	run 1295	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_315_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_316_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_316_040124	1	1	run 1296	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_316_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_317_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_317_040124	1	1	run 1297	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_317_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_318_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_318_040124	1	1	run 1298	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_318_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_319_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_319_040124	1	1	run 1299	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_319_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_320_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_320_040124	1	1	run 1300	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_320_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_321_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_321_040224	1	1	run 1301	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_321_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_322_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_322_040224	1	1	run 1302	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_322_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_323_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_323_040224	1	1	run 1303	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_323_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_325_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_325_040224	1	1	run 1304	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_325_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_326_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_326_040224	1	1	run 1305	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_326_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_327_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_327_040224	1	1	run 1306	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_327_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_328_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_328_040224	1	1	run 1307	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_328_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_329_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_329_040224	1	1	run 1308	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_329_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_330_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_330_040224	1	1	run 1309	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_330_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_331_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_331_040224	1	1	run 1310	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_331_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_332_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_332_040224	1	1	run 1311	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_332_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_333_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_333_040224	1	1	run 1312	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_333_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_334_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_334_040224	1	1	run 1313	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_334_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_335_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_335_040224	1	1	run 1314	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_335_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_336_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_336_040224	1	1	run 1315	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_336_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_337_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_337_040224	1	1	run 1316	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_337_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_338_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_338_040224	1	1	run 1317	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_338_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_339_040224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_339_040224	1	1	run 1318	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_339_040224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
