source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sample type]	characteristics[pooled sample]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[spatial coordinates]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[reference channel]	comment[carrier channel]	comment[lcm microscope model]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[spatial coordinates]
slide10_frame16	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1047	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame16_S5-B5_1_2129.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame17	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1048	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame17_S5-B6_1_2130.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame18	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1049	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame18_S5-B7_1_2131.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame19	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1050	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame19_S5-B8_1_2132.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame20	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1051	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame20_S5-B9_1_2133.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame21	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1052	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame21_S5-B10_1_2134.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide10_frame22	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	3	run 1053	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide10_frame22_S5-B11_1_2135.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame01	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1054	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame01_S5-C1_1_2136.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame02	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1055	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame02_S5-C2_1_2137.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame03	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1056	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame03_S5-C3_1_2138.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame04	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1057	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame04_S5-C4_1_2139.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame05	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1058	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame05_S5-C5_1_2140.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame06	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1059	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame06_S5-C6_1_2141.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame07	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1060	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame07_S5-C7_1_2142.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame08	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1061	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame08_S5-C8_1_2143.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame09	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1062	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame09_S5-C9_1_2144.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame10	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1063	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame10_S5-C10_1_2145.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame11	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1064	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame11_S5-C11_1_2146.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame12	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1065	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame12_S5-D1_1_2147.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame13	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1066	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame13_S5-D2_1_2148.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame14	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1067	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame14_S5-D3_1_2149.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
slide11_frame15	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	laser capture microdissection	not applicable	5	not available	5	run 1068	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	not available	not available	400	1200	25	NT=diaPASEF;AC=PRIDE:0000650	not applicable	not applicable	Leica LMD7	batch3	1	1	20220217_TIMS06_FAS_SA_SpatialDVP_visuallibmales_DIA_slide11_frame15_S5-D4_1_2150.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
