source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
PC3_DRC_cell_K19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_K19	1	not pooled	52	run 124	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_K19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_K21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_K21	1	not pooled	53	run 125	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_K21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_K23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_K23	1	not pooled	54	run 126	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_K23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_K24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_K24	1	not pooled	55	run 127	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_K24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L01	1	not pooled	56	run 128	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L03	1	not pooled	57	run 129	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L04	1	not pooled	58	run 130	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L05	1	not pooled	59	run 131	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L06	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L06	1	not pooled	60	run 132	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L07	1	not pooled	61	run 133	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L08	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L08	1	not pooled	62	run 134	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L10	1	not pooled	63	run 135	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L14	1	not pooled	64	run 136	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L16	1	not pooled	65	run 137	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L17	1	not pooled	66	run 138	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L18	1	not pooled	67	run 139	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L19	1	not pooled	68	run 140	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L20	1	not pooled	69	run 141	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L21	1	not pooled	70	run 142	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_L23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_L23	1	not pooled	71	run 143	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_L23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
