source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
sc_H460_017	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=EFO:0003044	CVCL_0459	NCI-H460	not available	male	not available	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F21	1	not pooled	not applicable	17	run 169	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=EFO:0003044
sc_H460_018	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=EFO:0003044	CVCL_0459	NCI-H460	not available	male	not available	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F22	1	not pooled	not applicable	18	run 170	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=EFO:0003044
sc_H460_019	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=EFO:0003044	CVCL_0459	NCI-H460	not available	male	not available	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F23	1	not pooled	not applicable	19	run 171	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=EFO:0003044
sc_H460_020	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=EFO:0003044	CVCL_0459	NCI-H460	not available	male	not available	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F24	1	not pooled	not applicable	20	run 172	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=EFO:0003044
sc_hPSC_001	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D2	1	not pooled	not applicable	1	run 173	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_002	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D3	1	not pooled	not applicable	2	run 174	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_003	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D4	1	not pooled	not applicable	3	run 175	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_004	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D5	1	not pooled	not applicable	4	run 176	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_005	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D6	1	not pooled	not applicable	5	run 177	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_006	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D7	1	not pooled	not applicable	6	run 178	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_007	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D8	1	not pooled	not applicable	7	run 179	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_008	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	D9	1	not pooled	not applicable	8	run 180	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_D9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_009	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E2	1	not pooled	not applicable	9	run 181	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_010	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E3	1	not pooled	not applicable	10	run 182	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_011	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E5	1	not pooled	not applicable	11	run 183	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_012	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E6	1	not pooled	not applicable	12	run 184	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_013	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E7	1	not pooled	not applicable	13	run 185	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_014	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E8	1	not pooled	not applicable	14	run 186	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_015	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	E9	1	not pooled	not applicable	15	run 187	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_E9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_016	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	F2	1	not pooled	not applicable	16	run 188	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_017	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	F3	1	not pooled	not applicable	17	run 189	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_018	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	F4	1	not pooled	not applicable	18	run 190	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_019	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	F5	1	not pooled	not applicable	19	run 191	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
sc_hPSC_020	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blastocyst;AC=UBERON:0000358	NT=embryonic stem cell;AC=CL:0002322	NT=normal;AC=PATO:0000461	NT=H9 ES cell;AC=CLO:0037313	CVCL_9773	WA09	not available	female	not available	PXGL medium	cell	single cell	FACS	F6	1	not pooled	not applicable	20	run 192	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231123_DIA_240k_20Th_40ms_FAIMSCV-48_gas3p8_SC_hPSC_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=H9 ES cell;AC=CLO:0037313
